2021-05-19 09:06:14,518 [Worker #17] INFO  InfoLogger - FileData\heatStation_2021051909.txt.txt文件创建成功;创建时间:2021/5/19 9:06:13
 InfoLoggername2021-05-19 17:59:54,870 [131] INFO  InfoLogger - /api/Uniformed/SendAllInfo:Post请求接口成功:;记录时间:2021/5/19 17:59:54;
 InfoLoggername2021-05-19 18:00:52,696 [138] INFO  InfoLogger - /api/Uniformed/SendAllInfo:Post请求接口成功:;记录时间:2021/5/19 18:00:52;
 InfoLoggername2021-05-19 18:01:11,671 [133] INFO  InfoLogger - /api/Uniformed/SendAllInfo:Post请求接口成功:;记录时间:2021/5/19 18:01:11;
 InfoLoggername2021-05-19 18:06:49,623 [174] INFO  InfoLogger - /api/Uniformed/SendAllInfo:Post请求接口成功:;记录时间:2021/5/19 18:06:49;
 InfoLoggername2021-05-19 18:07:12,547 [165] INFO  InfoLogger - /api/Uniformed/SendAllInfo:Post请求接口成功:;记录时间:2021/5/19 18:07:12;
 InfoLoggername2021-05-19 18:09:07,415 [188] INFO  InfoLogger - /api/Uniformed/SendAllInfo:Post请求接口成功:;记录时间:2021/5/19 18:09:07;
 InfoLoggername2021-05-19 18:09:37,787 [183] INFO  InfoLogger - /api/Uniformed/SendAllInfo:Post请求接口成功:;记录时间:2021/5/19 18:09:37;
 InfoLoggername2021-05-19 18:09:43,043 [180] INFO  InfoLogger - /api/Uniformed/SendAllInfo:Post请求接口成功:;记录时间:2021/5/19 18:09:43;
 InfoLoggername2021-05-19 18:11:39,732 [148] INFO  InfoLogger - /api/Uniformed/SendAllInfo:Post请求接口成功:;记录时间:2021/5/19 18:11:39;
 InfoLoggername2021-05-19 18:23:21,995 [45] INFO  InfoLogger - /api/Uniformed/SendAllInfo:Post请求接口成功:;记录时间:2021/5/19 18:23:21;
 InfoLoggername2021-05-19 18:32:56,229 [76] INFO  InfoLogger - /api/Uniformed/SendAllInfo:Post请求接口成功:;记录时间:2021/5/19 18:32:56;
 InfoLoggername
